Word/Phrase,Description & Definition
matemate,", v.i., fq. mate. Die (severally or gradually), stop working (intermittently, of mechanisms), be sluggish, etc. Kua matemate taku tiare nō te vera i te rā. my flowers died off because the sun was so hot; ‘e a‘a i matemate ei tā‘au matīni? why does your engine keep stopping?; kua pōiri ā roto i te ‘are i te matemate-‘anga te a‘i. it was all dark in the house when the lights failed; e tangata matemate koe i te ‘anga‘anga. you are pretty lethargic at work. [mate RR.]"
matematenga,", nom., fq. matenga. Passion, craze. Ko tōku ia matematenga. those are the things I‘m crazy about. [mate RR, nga2.]"
matepongi,", v.i. Feel hungry, hunger. Mē matepongi koe, e ‘aere mai ki te kāinga nei kaikai ei. when you get hungry, come home here and eat; kua ‘oki vave au ki te kāinga nō te matepongi. I went home early because I was hungry. [mate, pongi1.] māteri, n., (Bib. maseli). Wise sayings, proverbs. Te maseli a Solomona, the proverbs of Solomon. [Heb. mashal.]"
mati,"1, n. Trees or shrubs (Ficus spp.) bearing red berries once used as a dye and medically. Kua māviriviri te ‘ua o te mati. the bunches of berries have come on the mati; ka ‘aere au ka ‘a‘aki ‘uā mati mai ‘ei ma‘ani vairākau nō taku ‘oro‘enua. I‘m going to go and pick mati berries and make some medicine for my horse; amo ua rai koe i to mata ki te mati, even though you rub dye on your face (Jer. 4.30). [Pn. *mati.]"
mati-,"2, see matikao (dialectal), toe, finger."
mati-,"3, see matiroeroe, lonely. māti1, v.i. March. Tē māti nei mātou ki runga i te uāpu nō te ‘āriki‘anga i te Kāvana. we are marching on to the wharf to welcome the Governor; ‘e pupu tamariki meitaki tērā i te māti. that group of children can march well. (See ‘akamāti, tāmāti.) [Eng. march.] māti2, n. Matches, (box of) matches. E ‘oko mai koe ‘ē toru tātini māti nāku. buy me three dozen boxes of matches; tēia te māti ‘ei ‘akakā i te mōrī. here are the matches to light the lamp with. Kata māti, matchstick, (individual) matches. ‘Akaputua tā‘au kata māti. gather up your matches. [Eng. match.] Māti3, prop.n. March. Ko Māti te toru o te marama i roto i te mata‘iti. March is the third month of the year; kua no‘o ‘ua te tangata ma te mātakutaku i te ‘uri‘ia i te vaitata‘anga ki te marama ia Māti. people lived in fear of a hurricane as the month of March approached. [Eng. March.]"
matie,", matiē, v.i. 1. Green. Nō ‘ea tō‘ou pona matie i te ngā‘i  i ‘oko ei? where did you buy your green dress from?; i te matie‘anga tōna pona i roto i te tini vairākau, when his shirt in the tub of dye had turned green; te matie i te rau o te rākau, the green of the leaves. 2. n. Grass. E tipi koe i te matie kia potopoto. scythe the grass down short; e ‘u‘uti koe i tēnā kūkumu matie. pull up that clump of grass; tē kanga nei te tamariki i runga i te matie. the children are playing on the grass; ‘e ngā‘i matie tēnā. that is a grassy place. (See ‘akamatie, tāmatie.) [Pn. *mutie.]"
matikao,", n. Toe, finger (dialectal, cf. Rar. mangamanga vaevae, mangamangā rima). Matikao ma‘ata or matikao nui, (Bib.), thumb, big toe. Ki runga i te matikao maata o to ratou ra rima katau, upon the thumbs of their right hands (Ex. 29.20). [mati-2, -kao2.] matÈni, n. Machine, engine, mechanism; mechanical, having an engine. Te matīni o tōna mōtokā, the engine of his car. Tangata ma‘ani matÈni, mechanic. ‘Are matÈni, engine room, engine house. MatÈni ‘akatika mataara, grader. MatÈni a‘i uira, dynamo. MatÈni ‘ārote, mechanical (or tractor-drawn) plough. MatÈni ora, mechanism of a clock. MatÈni tāviri tÈtā, rotary hoe. MatÈni teata, film projector. MatÈni keri ava, harbour excavator, dredger. Poti matÈni, motor boat. [Eng. machine.] mātipi, (-a, -‘ia). 1. Slice or peel with a knife. Kua motu tōna rima i tōna mātipi‘anga i te kūmara. he cut his hand peeling the sweet potatoes; e mātipi koe i tā tātou taro kā tunu ei. peel our taro before you cook them. 2. n. Knife, share (of plough). Kua paripari ‘aia i te ‘ātava o te kuru ki te mātipi. he made several cuts with a knife in the branch of the breadfruit tree. Te mātipi o te ‘ārote, the ploughshare. Mātipi ‘a‘atu, pocket-knife, penknife. Mātipi kaingākai, table-knife. Mātipi ma‘ata, bush-knife, machete. Mātipi mingi, sickle, hook. Mātipi pa‘u ‘ānani, budding-knife. [mā-8, tipi1.] mātipitipi, (-a, -‘ia), fq. mātipi, q.v. Peel (with a knife). Kua putaputa te ‘ānani i tōna mātipitipi‘anga. he made gashes in the flesh of the orange when he was peeling it; ‘auraka koe e mātipitipi i tēnā rākau i roto i te ‘are. don’t whittle that stick in the house. [mā-8, tipi1 RR.] mātira1, n. Fishing rod. Ka ‘aere tāua ka tīpū ko‘e mai ‘ei mātira nā tāua. let’s go and cut ourselves some bamboos for fishing rods; ‘ei mātira poto tō runga i te akau. you have to have a short rod for fishing on the reef. [Pn. *ma-tila.] mātira2, n. Name of a small tree, bearing fragrant flowers, the wood is hard and water-resistant. ‘E mātira tā‘au rākau e kimi mai ‘ei kiato nō te vaka. you must look for some mātira wood to make the outrigger arms of the canoe. mātirÈta, n. Ox-eye daisy (and similar Compositae). ‘E tūkētūkē te kara i tā‘au mātirīta. your (marguerites) are all differ-ent colours. [Fr. marguerite.]"
matiroeroe,", v.i. Forlorn, left desolate (as a widow or orphan), miserable and lonely. Ka ‘ākono ‘ua tāua i tēia au tamariki matiroeroe. we shall just have to take care of these poor lonely children; ko te takinga-meitaki i te matiroeroe e te au vaine takaua i to ratou mate anga, looking after orphans and widows in their tribulation (Jam. 1.27); ‘e a‘a koe i ‘ākara‘anga matiroeroe ei i tēia pōpongi? why are you looking so forlorn this morning? [mate ?, -roe RR.]"
mato,"1, n. Crag, cliff, steep rocks. Kua ma‘ani te ‘āeto i tōna kō‘anga i te vā mato. the eagle built its nest in a crevice in the cliff. [Pn. *mato.]"
mato,"2, moto, n. A large, hardwood, forest tree with strongly scented flowers. I te pupu‘i‘anga mai te upe mei te maunga mai, kua ‘ongi mātou i te kakara o te pu‘era o te mato. when the night breeze blew down from the hills we caught the scent of the mato flowers; ka ‘aere mātou kā pari mato mai ‘ei ma‘ani ‘are. we are going to go and chop down some mato to build a house.    ILL.    mato (Homalium acuminatum)"
mato‘a,", v.i. Spread out, unfurl, disperse. Kua mato‘a tōna rauru i te matangi. her hair was dishevelled by the wind; e ‘o‘ora koe i tēnā tīvaevae kia mato‘a meitaki. spread that quilt out well; kua mato‘a ‘ua te ngāngā‘ere kino ki runga i tōna ‘enua. noxious weeds just spread over his land; i te mato‘a‘anga te reva, as the flag unfurled. [mā-2, to‘a.] māto‘ato‘a, v.i., fq. mato‘a, q.v. spread. Kua māto‘ato‘a taua tuatua ki te pā ‘enua. the news has spread to the islands. [mato‘a Rr.] mātoru, v.i. Thick through, stout and solid (of a post or building), swollen (of flesh or a limb). ‘Ē ono ‘īni te mātoru o tēia potonga rākau. this piece of timber is six inches thick; kua mātoru meitaki tēia patu i te ma‘ani‘anga. this wall was built good and solid; ‘e pou mātoru tēia nō te ‘ākoko o te ‘āua. this is a thick post for the corner of the fence; kua mātoru tōna rima i te kakati‘ia‘anga e te veri. his arm was swollen up after it had been bitten by the centipede. (See mātorutoru, ‘akamātoru-(toru).) [Pn. *maa-tolu.] mātorutoru, v.i., fq. mātoru, q.v. Quite thick, firm and solid, swollen; thick (of soup or kava). ‘Ei rākau mātorutoru tā‘au e ‘apai mai ‘ei ma‘ani i te ara kākenga. you must bring some good stout bits of timber to make the ladder with; e tanu koe i tēia au pou kia mātorutoru meitaki. put these posts in so that they are nice and firm in the ground; i te mātorutoru‘anga tōna pākiri va‘a, while his lip was so swollen; kua mātorutoru roa tēia kerēve. this gravy is too thick. [mātoru Rr.] mātou, pers.pron., first person plural, exclusive. We, us. Ko mātou ma Tere mā i ‘aere mai ei. we came with Tere and the others; kua kite mai koe ia mātou. you saw us; nō mātou tēna ‘oro‘enua. that’s our horse. [Np. *maa-tou.] matū, 1. v.i. Fat, fleshy. Kāre e ō ‘aka‘ou tēia piripou iā koe nō te mea kua matū roa koe. these trousers won’t fit you any more because you have got too fat; ‘e ‘oro‘enua matū tō‘ou ē te mānea. you have a fine well-fleshed horse. te matū o te ‘enua, the fat of the land. matū ‘Èkokekoke, on the plump side. 2. n. Fat tissue, the fat. Kua tunu rātou i te matū o te puakatoro ‘ei ma‘ani ‘inu. they boiled down the fat of the beef to make dripping. Matū rori, the spaghetti-like roes of sea-cucumbers. Tē varaipāni matū rori nei au. I‘m frying sea-cucumber roes. (See mātūtū, ‘aka-,tā-matū, ‘aka-,tā-mātūtū.) [Pn. *ma-tu‘u.] mātuāpuru, v.t. Comfort, relieve distress, minister to. Kua ‘aere maī ra rātou ē kua mātuāpuru i te aronga tei roko‘ia e te tūmatetenga. they came and comforted those whom disaster has overtaken; kua pūma‘ana tōna ngākau i tō mātou mātuāpuru‘anga iāia. he took heart when we consoled him; ko tei matuapuru mai iaia i to ratou apinga, those who minis-tered to him from their belongings (Luke 8.3). mātūtū, v.i. Sturdy, stout, firm and strong. Kua mātūtū tēia ‘are i te ‘akatu‘anga. this house has been solidly built; i te mātūtū‘anga te au poupou i tōna ‘are, kua pātiti ‘aia i te au tārava ki runga. when the posts of his house were firmly embedded, he nailed on the crossbeams; ‘e tangata kōpapa mātūtū, a man of sturdy build; kia matutu koe, e kia maroiroi. be strong and of a good courage (Josh. 1.6). [matū Rr.]"
ma‘u,", v.i. Heal up. Kua ma‘u te motu i runga i tōku rae. the cut on my forehead has healed. (See ‘akama‘u.) [Np. *mafu.] mā‘ū, (-a, -‘ia), v.i. Wet, damp, moisture. Ka mā‘ū koe i te ua. you will get wet in the rain; taria mai tēnā au kāka‘u mā‘ū ki konei, taurakiraki ei. bring those wet clothes over here to be hung up to dry; ‘auraka e ‘ao‘ao mā‘ū i te kāka‘u. don’t put clothes on damp; i te mā‘ū‘anga tōna ro‘i i te ua, when the rain made his bed wet; kā ngote te rākau i te mā‘ū nā roto i tō rātou aka. the plants will absorb the moisture through their roots. [Np. *ma‘afu.] māua, pers.pron., first person dual, exclusive. We two, us two. Kā ‘oki māua ma Tāria ki te kāinga. Tāria and I are going home; nā‘au te puaka tā māua i ‘opu ei. it was your pig we caught; nō māua tēia no‘o‘anga. these seats are for us. [Np. *maa-ua.]"
maunga,", n. Mountain, hill. Kua topa ‘iōra ‘a Tongaiti i te maunga ko Teko‘u, koia ‘oki ko te ko‘uko‘u‘anga o Rangatira i te vai. and so Tongaiti named the mountain Teko‘u, which means the blocking of the water caused by Rangatira with her cloth; mē tae koe ki runga i tērā puku maunga. when you get up that hill; ka ‘aere tāua ka kake maunga āpōpō. let’s go mountain climbing tomorrow. Maunga kā, volcano. Kua ngarepu te maunga kā. the volcano became active. [Pn. *ma‘u„a.] mauÈ, n. The left-hand side (Ait. dial., cf. Rar. kauī). [Pn. *ma-uii.] māuiui, v.i. Stiff, aching, sore and weary after exertion (of the body). Kua māuiui tōku kōpapa i te ‘akaoti‘anga te tu‘epōro. I was sore after the rugby match; nō te māuiui i tōna kōpapa, kua takoto ‘aia ki raro kia māoro‘ia. because he felt so stiff, he lay down to be massaged. (See ‘akamāuiui.) [Pn. *maa-hu‘i.]"
mauku,", n. 1. Grass, rushes, hay, straw. The word is applied to several grasses including lovegrass (Eragrostis), beard grass (Andropogon), water grass (Commelina). E ‘akama‘ata koe i te putunga mauku ā te puakatoro ‘ānau. put big heaps of grass for the mother cow; e ‘aere koe e pari mauku mai nā te ‘oro‘enua. go and cut some grass for the horse. Some varieties are, mauku a‘i whose roots are fragrant when dried, mauku ko‘eko‘e, mauku puakatoro or mauku vai, water grass, mauku tai, a creeping littoral grass (Stenotaphrum), mauku Tonga. 2. The old name for a coconut strainer or filter. (See tāmauku.) [Pn. *mahuku.]"
maunu,", māunu, (-a, -‘ia). Bait, lure. Kua māunu ‘aia i te matau ki te kākara ē kua tuku ki roto i te va‘aruā kū. he baited the hook with hermit crab and lowered it into the hole where the squirrelfish were; i maunu‘ia tā mātou matau ki te kiko nū. our hook was baited with coconut; kua maunu mai rātou iāia ki roto i te ‘are. they lured him into the house; ‘e kākave ‘eke tāku māunu. my bait was octopus tentacle; ka ‘aere au kā kimi māunu nāku. I‘m going to go and look for some bait. [Pn. *ma(a)-unu.]"
mauri,", n. 1. Life principle, spirit, the seat of the motions. Kua rere tōku mauri i tō‘ou ‘akapō‘itirere‘anga mai iāku. my heart jumped when you startled me. Mauri mate, one of the nights of the moon, the twenty-seventh or twenty-ninth according to some reckonings. ‘E mauri mate tēia arāpō, kāre ‘e pu‘apinga te tautai. it is mauri mate tonight, it is no good going fishing. 2. Spirit, ghost. Kua karanga‘ia e te aronga ta‘ito ē kā ori ‘aere ‘ua te mauri i tēia arāpō. the old folk used to say that spirits roamed about on this night. [Pn. *mauli.] māuru, (-a, -‘ia), n. (To drive or guide fish into a net using) a coconut-leaf sweeper. E ma‘ani mai kōtou i te māuru kia ma‘ata. make a lot of coconut-leaf fish sweepers; e māuru mai kōtou i te maito i tēnā ngā‘i. drive in those black surgeonfish there; māuru‘ia mai tēnā tua kia viviki. hurry up and sweep that side. [mā-8, uru1.] māuruuru, v.i. Satisfied, gratified, content, well pleased. E tuku koe ‘ē varu taro mama‘ata ki roto i te kīkau kia māuruuru meitaki te aronga ‘oko. put eight large taro in each basket, so the customers will feel they’ve had good value; i tō rātou māuruuru‘anga i te teata tei ‘akaāri‘ia kia rātou i taua pō, kua pati ‘aka‘ou rātou kia ‘akaāri‘ia ā tēta‘i pō. since they were well pleased with the film that was screened that night, they asked for it to be shown again on another night. (See ‘aka-māuruuru.) [Ta. *mauru.]"
